pwsid,pwsname,size,facilitywatertype,collectiondate,sampleid,contaminant,mrl,methodid,analyticalresultssign,analyticalresultvalue,sampleeventcode,monitoringrequirement,region,state
FL6511361,Pasco County Utilities District - West,L,GW,2/18/2013,706342-8482,strontium,0.3,EPA 200.8,=,280.8987,SE1,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,2/18/2013,706342-8188,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE1,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,2/18/2013,706342-8208,testosterone,0.0001,EPA 539,<,,SE1,SS,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,8/26/2013,741751-9658,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE2,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,8/26/2013,741751-9661,vanadium,0.2,EPA 200.8,=,1.7480,SE2,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,8/26/2013,741751-9693,chlorate,20.0,EPA 300.1,=,495.6210,SE2,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,8/26/2013,741751-9664,PFOA,0.02,EPA 537,<,,SE2,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,8/26/2013,741751-9661,molybdenum,1.0,EPA 200.8,=,6.98,SE2,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,8/26/2013,741751-9737,"1,4-dioxane",0.07,EPA 522,<,,SE2,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,8/26/2013,741751-9751,"4-androstene-3,17-dione",0.0003,EPA 539,<,,SE2,SS,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,8/26/2013,741733-9658,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE2,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,8/26/2013,741733-9661,vanadium,0.2,EPA 200.8,=,3.3610,SE2,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,8/26/2013,741733-9737,"1,4-dioxane",0.07,EPA 522,<,,SE2,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,8/26/2013,741733-9664,PFOS,0.04,EPA 537,<,,SE2,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,8/26/2013,741733-9762,testosterone,0.0001,EPA 539,<,,SE2,SS,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,8/26/2013,741733-9762,"4-androstene-3,17-dione",0.0003,EPA 539,<,,SE2,SS,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,8/26/2013,741733-9661,strontium,0.3,EPA 200.8,=,383.0780,SE2,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,2/20/2013,706344-8458,vanadium,0.2,EPA 200.8,=,0.2911,SE1,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,2/18/2013,706342-8166,PFOA,0.02,EPA 537,<,,SE1,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,2/18/2013,706342-8166,PFOS,0.04,EPA 537,<,,SE1,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,8/26/2013,741733-9664,PFOA,0.02,EPA 537,<,,SE2,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,8/26/2013,741733-9693,chlorate,20.0,EPA 300.1,=,1248.3010,SE2,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,8/26/2013,741733-9661,molybdenum,1.0,EPA 200.8,=,3.2590,SE2,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,2/18/2013,706342-8236,chlorate,20.0,EPA 300.1,=,357.6550,SE1,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,8/26/2013,741749-9658,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE2,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,5/1/2013,718199-8768,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE1,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,2/18/2013,705967-8208,"4-androstene-3,17-dione",0.0003,EPA 539,<,,SE1,SS,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,8/26/2013,741749-9661,vanadium,0.2,EPA 200.8,=,0.2980,SE2,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,8/26/2013,741749-9664,PFOA,0.02,EPA 537,<,,SE2,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,8/26/2013,741749-9693,chlorate,20.0,EPA 300.1,=,359.18,SE2,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,8/26/2013,741749-9661,strontium,0.3,EPA 200.8,=,427.7910,SE2,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,2/18/2013,705967-8208,testosterone,0.0001,EPA 539,<,,SE1,SS,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,2/18/2013,705967-8239,"1,4-dioxane",0.07,EPA 522,<,,SE1,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,2/18/2013,705967-8375,strontium,0.3,EPA 200.8,=,247.7555,SE1,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,2/18/2013,705967-8187,chlorate,20.0,EPA 300.1,=,164.4710,SE1,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,2/18/2013,705967-8164,PFOS,0.04,EPA 537,<,,SE1,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,2/18/2013,705967-8164,PFOA,0.02,EPA 537,<,,SE1,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,2/18/2013,705967-8375,vanadium,0.2,EPA 200.8,=,0.2733,SE1,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,2/18/2013,705967-8375,molybdenum,1.0,EPA 200.8,<,,SE1,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,2/18/2013,705969-8187,chlorate,20.0,EPA 300.1,=,199.4140,SE1,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,2/18/2013,705969-8164,PFOA,0.02,EPA 537,<,,SE1,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,2/18/2013,705969-8164,PFOS,0.04,EPA 537,<,,SE1,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,2/18/2013,705969-8375,vanadium,0.2,EPA 200.8,=,1.7759,SE1,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,2/18/2013,705969-8208,"4-androstene-3,17-dione",0.0003,EPA 539,<,,SE1,SS,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,5/1/2013,718200-8768,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE1,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,8/26/2013,741751-9661,strontium,0.3,EPA 200.8,=,437.8460,SE2,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,8/26/2013,741749-9762,testosterone,0.0001,EPA 539,<,,SE2,SS,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,8/26/2013,741749-9661,molybdenum,1.0,EPA 200.8,<,,SE2,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,8/26/2013,741749-9737,"1,4-dioxane",0.07,EPA 522,<,,SE2,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,8/26/2013,741749-9762,"4-androstene-3,17-dione",0.0003,EPA 539,<,,SE2,SS,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,8/26/2013,741749-9664,PFOS,0.04,EPA 537,<,,SE2,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,2/18/2013,705969-8375,molybdenum,1.0,EPA 200.8,=,7.5962,SE1,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,2/18/2013,705969-8375,strontium,0.3,EPA 200.8,=,452.3159,SE1,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,2/18/2013,705969-8239,"1,4-dioxane",0.07,EPA 522,<,,SE1,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,2/18/2013,705969-8208,testosterone,0.0001,EPA 539,<,,SE1,SS,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,2/20/2013,706300-8236,chlorate,20.0,EPA 300.1,=,185.7420,SE1,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,2/20/2013,706300-8482,strontium,0.3,EPA 200.8,=,83.1470,SE1,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,2/20/2013,706300-8196,PFOS,0.04,EPA 537,<,,SE1,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,2/20/2013,706300-8208,testosterone,0.0001,EPA 539,<,,SE1,SS,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,2/20/2013,706300-8200,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE1,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,8/26/2013,741727-9661,molybdenum,1.0,EPA 200.8,<,,SE2,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,2/20/2013,706300-8318,"1,4-dioxane",0.07,EPA 522,<,,SE1,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,8/26/2013,741727-9661,vanadium,0.2,EPA 200.8,=,0.2870,SE2,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,8/27/2013,741731-9693,chlorate,20.0,EPA 300.1,=,250.5130,SE2,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,8/26/2013,741729-9661,strontium,0.3,EPA 200.8,=,445.31,SE2,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,8/26/2013,741729-9661,molybdenum,1.0,EPA 200.8,<,,SE2,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,8/26/2013,741729-9661,vanadium,0.2,EPA 200.8,=,0.3990,SE2,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,2/20/2013,706300-8458,molybdenum,1.0,EPA 200.8,=,1.8606,SE1,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,8/27/2013,741731-9661,strontium,0.3,EPA 200.8,=,441.5660,SE2,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,8/27/2013,741731-9661,molybdenum,1.0,EPA 200.8,<,,SE2,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,8/27/2013,741731-9661,vanadium,0.2,EPA 200.8,=,0.2850,SE2,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,8/26/2013,741727-9693,chlorate,20.0,EPA 300.1,=,385.6570,SE2,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,2/20/2013,706300-8196,PFOA,0.02,EPA 537,<,,SE1,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,2/20/2013,706300-8458,vanadium,0.2,EPA 200.8,=,1.2267,SE1,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,8/26/2013,741729-9693,chlorate,20.0,EPA 300.1,=,319.9270,SE2,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,2/20/2013,706302-8200,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE1,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,9/3/2013,741737-9835,"4-androstene-3,17-dione",0.0003,EPA 539,<,,SE2,SS,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,2/20/2013,706302-8196,PFOA,0.02,EPA 537,<,,SE1,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,2/20/2013,706302-8196,PFOS,0.04,EPA 537,<,,SE1,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,9/3/2013,741737-9835,testosterone,0.0001,EPA 539,<,,SE2,SS,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,9/3/2013,741737-9778,"1,4-dioxane",0.07,EPA 522,<,,SE2,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,9/3/2013,741737-9706,PFOA,0.02,EPA 537,<,,SE2,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,9/3/2013,741737-9706,PFOS,0.04,EPA 537,<,,SE2,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,9/3/2013,741737-9658,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE2,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,2/20/2013,706300-8208,"4-androstene-3,17-dione",0.0003,EPA 539,<,,SE1,SS,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,9/3/2013,741737-9693,chlorate,20.0,EPA 300.1,=,1268.7830,SE2,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,9/3/2013,741737-9661,vanadium,0.2,EPA 200.8,=,3.6720,SE2,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,9/3/2013,741737-9661,molybdenum,1.0,EPA 200.8,<,,SE2,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,9/3/2013,741737-9661,strontium,0.3,EPA 200.8,=,74.7160,SE2,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,8/28/2013,741735-9678,PFOS,0.04,EPA 537,<,,SE2,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,8/28/2013,741735-9661,vanadium,0.2,EPA 200.8,=,0.2020,SE2,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,8/28/2013,741735-9661,strontium,0.3,EPA 200.8,=,501.9730,SE2,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,8/28/2013,741735-9658,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE2,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,2/20/2013,706344-8482,strontium,0.3,EPA 200.8,=,305.2812,SE1,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,2/20/2013,706344-8217,"4-androstene-3,17-dione",0.0003,EPA 539,<,,SE1,SS,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,2/20/2013,706344-8217,testosterone,0.0001,EPA 539,<,,SE1,SS,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,8/28/2013,741735-9835,"4-androstene-3,17-dione",0.0003,EPA 539,<,,SE2,SS,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,8/28/2013,741735-9835,testosterone,0.0001,EPA 539,<,,SE2,SS,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,2/20/2013,706344-8241,chlorate,20.0,EPA 300.1,=,173.6430,SE1,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,2/20/2013,706344-8458,molybdenum,1.0,EPA 200.8,<,,SE1,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,2/20/2013,706344-8318,"1,4-dioxane",0.07,EPA 522,<,,SE1,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,2/20/2013,706344-8269,PFOA,0.02,EPA 537,<,,SE1,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,2/20/2013,706344-8269,PFOS,0.04,EPA 537,<,,SE1,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,2/20/2013,706312-8458,molybdenum,1.0,EPA 200.8,<,,SE1,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,2/20/2013,706314-8236,chlorate,20.0,EPA 300.1,=,194.3060,SE1,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,2/20/2013,706314-8458,molybdenum,1.0,EPA 200.8,<,,SE1,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,2/20/2013,706314-8458,vanadium,0.2,EPA 200.8,=,0.3067,SE1,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,2/20/2013,706314-8482,strontium,0.3,EPA 200.8,=,286.7107,SE1,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,2/20/2013,706312-8236,chlorate,20.0,EPA 300.1,=,179.5970,SE1,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,8/26/2013,741725-9661,strontium,0.3,EPA 200.8,=,436.7590,SE2,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,8/26/2013,741725-9661,molybdenum,1.0,EPA 200.8,<,,SE2,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,8/26/2013,741725-9661,vanadium,0.2,EPA 200.8,=,0.2640,SE2,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,8/26/2013,741725-9693,chlorate,20.0,EPA 300.1,=,202.5220,SE2,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,8/28/2013,741735-9661,molybdenum,1.0,EPA 200.8,<,,SE2,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,8/28/2013,741735-9693,chlorate,20.0,EPA 300.1,=,212.09,SE2,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,8/26/2013,741727-9661,strontium,0.3,EPA 200.8,=,417.9240,SE2,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,2/20/2013,706316-8259,chlorate,20.0,EPA 300.1,=,189.3840,SE1,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,2/20/2013,706316-8458,vanadium,0.2,EPA 200.8,=,1.0157,SE1,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,2/20/2013,706318-8236,chlorate,20.0,EPA 300.1,=,134.9310,SE1,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,8/28/2013,741735-9746,"1,4-dioxane",0.07,EPA 522,<,,SE2,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,2/20/2013,706316-8482,strontium,0.3,EPA 200.8,=,250.6616,SE1,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,2/20/2013,706316-8458,molybdenum,1.0,EPA 200.8,=,4.1034,SE1,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,2/20/2013,706318-8458,molybdenum,1.0,EPA 200.8,<,,SE1,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,2/20/2013,706318-8458,vanadium,0.2,EPA 200.8,=,0.2829,SE1,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,2/20/2013,706318-8482,strontium,0.3,EPA 200.8,=,257.7486,SE1,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,2/20/2013,706312-8482,strontium,0.3,EPA 200.8,=,193.8382,SE1,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,2/20/2013,706312-8458,vanadium,0.2,EPA 200.8,=,0.2327,SE1,AM,4,FL
FL6511361,Pasco County Utilities District - West,L,GW,8/28/2013,741735-9678,PFOA,0.02,EPA 537,<,,SE2,AM,4,FL
FL4131618,North Miami Beach,L,GW,9/11/2013,35107833001AM,chlorate,20.0,EPA 300.1,=,652,SE2,AM,4,FL
FL4131618,North Miami Beach,L,GW,3/5/2013,3585327001AM,"1,4-dioxane",0.07,EPA 522,=,0.0780,SE1,AM,4,FL
FL4131618,North Miami Beach,L,GW,9/11/2013,35107833001AM,"1,4-dioxane",0.07,EPA 522,<,,SE2,AM,4,FL
FL4131618,North Miami Beach,L,GW,9/11/2013,35107833001AM,vanadium,0.2,EPA 200.8,=,1,SE2,AM,4,FL
FL4131618,North Miami Beach,L,GW,9/11/2013,35107833001AM,molybdenum,1.0,EPA 200.8,<,,SE2,AM,4,FL
FL4131618,North Miami Beach,L,GW,3/5/2013,3585327001AM,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE1,AM,4,FL
FL4131618,North Miami Beach,L,GW,3/5/2013,3585327001AM,strontium,0.3,EPA 200.8,=,273,SE1,AM,4,FL
FL4131618,North Miami Beach,L,GW,3/5/2013,3585327001AM,vanadium,0.2,EPA 200.8,=,1.30,SE1,AM,4,FL
FL4131618,North Miami Beach,L,GW,9/11/2013,35107833001AM,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE2,AM,4,FL
FL4131618,North Miami Beach,L,GW,9/11/2013,35107833001AM,strontium,0.3,EPA 200.8,=,223,SE2,AM,4,FL
FL4131618,North Miami Beach,L,GW,9/11/2013,35107833001SS,testosterone,0.0001,EPA 539,<,,SE2,SS,4,FL
FL4131618,North Miami Beach,L,GW,9/11/2013,35107833001AM,PFOA,0.02,EPA 537,<,,SE2,AM,4,FL
FL4131618,North Miami Beach,L,GW,9/11/2013,35107833001AM,PFOS,0.04,EPA 537,<,,SE2,AM,4,FL
FL4131618,North Miami Beach,L,GW,9/11/2013,35107833001SS,"4-androstene-3,17-dione",0.0003,EPA 539,<,,SE2,SS,4,FL
FL4131618,North Miami Beach,L,GW,8/1/2013,35102808001AM,strontium,0.3,EPA 200.8,=,301,SE1,AM,4,FL
FL4131618,North Miami Beach,L,GW,9/11/2013,35107833003AM,chlorate,20.0,EPA 300.1,=,610,SE2,AM,4,FL
FL4131618,North Miami Beach,L,GW,9/11/2013,35107833003AM,vanadium,0.2,EPA 200.8,=,1.10,SE2,AM,4,FL
FL4131618,North Miami Beach,L,GW,9/11/2013,35107833003AM,molybdenum,1.0,EPA 200.8,<,,SE2,AM,4,FL
FL4131618,North Miami Beach,L,GW,3/5/2013,3585327001SS,testosterone,0.0001,EPA 539,<,,SE1,SS,4,FL
FL4131618,North Miami Beach,L,GW,3/5/2013,3585327003AM,molybdenum,1.0,EPA 200.8,<,,SE1,AM,4,FL
FL4131618,North Miami Beach,L,GW,9/11/2013,35107833003AM,strontium,0.3,EPA 200.8,=,263,SE2,AM,4,FL
FL4131618,North Miami Beach,L,GW,3/5/2013,3585327003AM,chlorate,20.0,EPA 300.1,=,330,SE1,AM,4,FL
FL4131618,North Miami Beach,L,GW,3/5/2013,3585327003AM,vanadium,0.2,EPA 200.8,=,1.30,SE1,AM,4,FL
FL4131618,North Miami Beach,L,GW,3/5/2013,3585327001AM,molybdenum,1.0,EPA 200.8,<,,SE1,AM,4,FL
FL4131618,North Miami Beach,L,GW,3/5/2013,3585327001AM,chlorate,20.0,EPA 300.1,=,375,SE1,AM,4,FL
FL4131618,North Miami Beach,L,GW,3/5/2013,3585327001SS,"4-androstene-3,17-dione",0.0003,EPA 539,<,,SE1,SS,4,FL
FL4131618,North Miami Beach,L,GW,3/5/2013,3585327001AM,PFOS,0.04,EPA 537,<,,SE1,AM,4,FL
FL4131618,North Miami Beach,L,GW,3/5/2013,3585327001AM,PFOA,0.02,EPA 537,<,,SE1,AM,4,FL
FL3490751,TOHO Water Authority - Eastern,L,GW,7/19/2013,35101226001AM,PFOS,0.04,EPA 537,<,,SE1,AM,4,FL
FL3490751,TOHO Water Authority - Eastern,L,GW,1/29/2014,35124441004SS,"4-androstene-3,17-dione",0.0003,EPA 539,<,,SE2,SS,4,FL
FL3490751,TOHO Water Authority - Eastern,L,GW,7/19/2013,35101226001AM,"1,4-dioxane",0.07,EPA 522,<,,SE1,AM,4,FL
FL3490751,TOHO Water Authority - Eastern,L,GW,7/19/2013,35101226001AM,PFOA,0.02,EPA 537,<,,SE1,AM,4,FL
FL3490751,TOHO Water Authority - Eastern,L,GW,7/19/2013,35101226001AM,vanadium,0.2,EPA 200.8,=,0.30,SE1,AM,4,FL
FL3490751,TOHO Water Authority - Eastern,L,GW,7/19/2013,35101226001AM,molybdenum,1.0,EPA 200.8,=,12.60,SE1,AM,4,FL
FL3490751,TOHO Water Authority - Eastern,L,GW,7/19/2013,35101226001AM,chlorate,20.0,EPA 300.1,=,124,SE1,AM,4,FL
FL3490751,TOHO Water Authority - Eastern,L,GW,7/19/2013,35101226001AM,strontium,0.3,EPA 200.8,=,153,SE1,AM,4,FL
FL3490751,TOHO Water Authority - Eastern,L,GW,1/29/2014,35124441004AM,PFOS,0.04,EPA 537,<,,SE2,AM,4,FL
FL3490751,TOHO Water Authority - Eastern,L,GW,7/19/2013,35101225001SS,testosterone,0.0001,EPA 539,<,,SE1,SS,4,FL
FL3490751,TOHO Water Authority - Eastern,L,GW,7/19/2013,35101225001SS,"4-androstene-3,17-dione",0.0003,EPA 539,<,,SE1,SS,4,FL
FL3490751,TOHO Water Authority - Eastern,L,GW,1/29/2014,14021563-002,chlorate,20.0,EPA 300.1,=,46,SE2,AM,4,FL
FL3490751,TOHO Water Authority - Eastern,L,GW,1/29/2014,35124441004AM,molybdenum,1.0,EPA 200.8,=,11.50,SE2,AM,4,FL
FL3490751,TOHO Water Authority - Eastern,L,GW,1/29/2014,35124441004AM,vanadium,0.2,EPA 200.8,=,0.25,SE2,AM,4,FL
FL3490751,TOHO Water Authority - Eastern,L,GW,1/29/2014,35124441004AM,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE2,AM,4,FL
FL3490751,TOHO Water Authority - Eastern,L,GW,1/29/2014,35124441004AM,PFOA,0.02,EPA 537,<,,SE2,AM,4,FL
FL3490751,TOHO Water Authority - Eastern,L,GW,7/19/2013,35101226001AM,"1,2,3-trichloropropane",0.03,EPA 524.3,<,,SE1,AM,4,FL
FL3490751,TOHO Water Authority - Eastern,L,GW,1/29/2014,35124441004AM,strontium,0.3,EPA 200.8,=,139,SE2,AM,4,FL
FL3490751,TOHO Water Authority - Eastern,L,GW,1/29/2014,35124441004SS,testosterone,0.0001,EPA 539,<,,SE2,SS,4,FL
FL3490751,TOHO Water Authority - Eastern,L,GW,1/29/2014,35124441004AM,"1,4-dioxane",0.07,EPA 522,<,,SE2,AM,4,FL
FL3490751,TOHO Water Authority - Eastern,L,GW,7/19/2013,35101226003AM,vanadium,0.2,EPA 200.8,=,0.23,SE1,AM,4,FL
FL3490751,TOHO Water Authority - Eastern,L,GW,7/19/2013,35101226003AM,strontium,0.3,EPA 200.8,=,168,SE1,AM,4,FL
FL3490751,TOHO Water Authority - Eastern,L,GW,7/19/2013,35101225003AM,strontium,0.3,EPA 200.8,=,1350,SE1,AM,4,FL
FL3490751,TOHO Water Authority - Eastern,L,GW,7/19/2013,35101225003AM,chlorate,20.0,EPA 300.1,=,622,SE1,AM,4,FL
FL3490751,TOHO Water Authority - Eastern,L,GW,7/19/2013,35101225003AM,molybdenum,1.0,EPA 200.8,<,,SE1,AM,4,FL
FL3490751,TOHO Water Authority - Eastern,L,GW,1/29/2014,35124451003AM,strontium,0.3,EPA 200.8,=,285,SE2,AM,4,FL
FL3490751,TOHO Water Authority - Eastern,L,GW,7/19/2013,35101228003AM,molybdenum,1.0,EPA 200.8,<,,SE1,AM,4,FL
FL3490751,TOHO Water Authority - Eastern,L,GW,7/19/2013,35101228003AM,strontium,0.3,EPA 200.8,=,328,SE1,AM,4,FL
FL3490751,TOHO Water Authority - Eastern,L,GW,7/19/2013,35101228003AM,chlorate,20.0,EPA 300.1,=,412,SE1,AM,4,FL
FL3490751,TOHO Water Authority - Eastern,L,GW,7/19/2013,35101225003AM,vanadium,0.2,EPA 200.8,<,,SE1,AM,4,FL
FL3490751,TOHO Water Authority - Eastern,L,GW,7/19/2013,35101228003AM,vanadium,0.2,EPA 200.8,<,,SE1,AM,4,FL
FL3490751,TOHO Water Authority - Eastern,L,GW,7/19/2013,35101226003AM,molybdenum,1.0,EPA 200.8,=,12.40,SE1,AM,4,FL
FL3490751,TOHO Water Authority - Eastern,L,GW,7/19/2013,35101226003AM,chlorate,20.0,EPA 300.1,=,131,SE1,AM,4,FL
FL3490751,TOHO Water Authority - Eastern,L,GW,7/19/2013,35101226001SS,testosterone,0.0001,EPA 539,<,,SE1,SS,4,FL
FL3490751,TOHO Water Authority - Eastern,L,GW,1/29/2014,14021563-001,chlorate,20.0,EPA 300.1,=,45,SE2,AM,4,FL
FL3490751,TOHO Water Authority - Eastern,L,GW,1/29/2014,14021566-002,chlorate,20.0,EPA 300.1,=,190,SE2,AM,4,FL
FL3490751,TOHO Water Authority - Eastern,L,GW,1/29/2014,35124451003AM,vanadium,0.2,EPA 200.8,<,,SE2,AM,4,FL
FL3490751,TOHO Water Authority - Eastern,L,GW,1/29/2014,35124441002AM,vanadium,0.2,EPA 200.8,=,0.22,SE2,AM,4,FL
